tmdb_id,title,release_date,year,original_language,runtime,genres,budget,revenue,popularity,vote_average,vote_count,director,top_actors,overview,success_label,success_reason
11375,Hollywood Homicide,2003-06-09,2003,en,116,"Action, Adventure, Comedy, Thriller",75000000,51142659,5.5438,5.225,667,Ron Shelton,"Harrison Ford, Josh Hartnett, Lena Olin","Joe Gavilan and his new partner K. C. Calden, are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",Flop,Revenue < budget and low ratings
502147,Wild Nights with Emily,2018-03-11,2018,en,84,"History, Comedy",0,0,5.4535,6.0,43,Madeleine Olnek,"Molly Shannon, Susan Ziegler, Amy Seimetz","Explore Emily Dickinson's vivacious, irreverent side that was covered up for years — most notably her lifelong romantic relationship with another woman.",Average/Positive,Decent user score (no financials)
1220552,The Eminence in Shadow: Lost Echoes,,,ja,0,"Animation, Comedy, Adventure, Fantasy",0,0,6.2044,0.0,0,Kazuya Nakanishi,Seiichiro Yamashita,,Unknown,Insufficient financial data
387592,Early Man,2018-01-26,2018,en,89,"Family, Comedy, Animation, Adventure",50000000,53431158,5.4345,6.146,841,Nick Park,"Eddie Redmayne, Tom Hiddleston, Maisie Williams","Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",Moderate,At least broke even or decent ratings
7484,Open Season,2006-09-27,2006,en,86,"Animation, Family, Adventure, Comedy",85000000,197300000,6.4591,6.168,2882,Roger Allers,"Martin Lawrence, Ashton Kutcher, Gary Sinise","Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",Hit,Revenue >= 1.2x budget and decent ratings
10897,The Little Rascals,1994-08-05,1994,en,82,"Romance, Comedy, Family",0,67308282,5.6224,6.789,1265,Penelope Spheeris,"Bug Hall, Brittany Ashton Holmes, Travis Tedford","When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.",Average/Positive,Decent user score (no financials)
1535421,Christmas of Giving,2025-11-01,2025,en,88,"TV Movie, Comedy, Romance",0,0,5.4557,0.0,0,Oliver Friedman,"Ash Tsai, Marshall Williams, Joseph Moreland","Belle Carter, dedicated but exhausted head of beloved local nonprofit, Bedford House, has devoted her whole life to making Christmas bright for those in need. But with the holidays just days away, donations are down, time is running out, and Belle feels her efforts are slipping away. When the town’s Mayor announces a new nonprofit consultant, Clara James will be joining Belle to help, Belle fears she’s being replaced in the role that has defined her for years.",Unknown,Insufficient financial data
9671,Crocodile Dundee,1986-09-26,1986,en,104,"Adventure, Comedy",5000000,328203506,6.088,6.423,2002,Peter Faiman,"Paul Hogan, Linda Kozlowski, Mark Blum","When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",Hit,Revenue >= 1.2x budget and decent ratings
63481,Femmes Fatales,1976-02-11,1976,fr,81,Comedy,0,0,5.4692,6.1,128,Bertrand Blier,"Jean-Pierre Marielle, Jean Rochefort, Brigitte Fossey","Two men, fortyish, worn out by their wives, abandon everything to go and live in the back of beyond. There they meet a truculent priest, a boozer, Émile who recalls them to life's simple pleasures. Calm is what they want. But soon their example inspires thousands of disorientated males...",Average/Positive,Decent user score (no financials)
504588,"Mektoub, My Love: Intermezzo",2019-05-23,2019,fr,212,"Comedy, Drama",0,0,5.4446,4.4,17,Abdellatif Kechiche,"Lou Luttiau, Alexia Chardard, Shaïn Boumedine","It's the end of summer vacation for Amin. The young photographer spends cozy evenings with Charlotte, the ex-girlfriend of his Casanova cousin. She talks to him about literature, he photographs her. Nobody knows that they see each other, especially not Ophélie, his childhood friend, who instead confides her troubles to Amin : her father wants her to take over the family farm, her fiancé Clement will return soon from Iraq for their wedding, she is pregnant with Tony’s baby, and Tony wants to keep their affair secret instead of having a serious relationship. Ophélie constantly contemplates her choices : would it be better to get an abortion in secret and marry Clement or to follow her maternal instinct and keep the child, perhaps seeking refuge with Amin in Paris?",Unknown,Insufficient financial data
497828,Triangle of Sadness,2022-09-18,2022,en,147,"Comedy, Drama",15600000,24733572,7.1959,7.035,2601,Ruben Östlund,"Harris Dickinson, Charlbi Dean, Dolly de Leon","A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.",Hit,Revenue >= 1.2x budget and decent ratings
7520,Cocktail,1988-07-29,1988,en,104,"Romance, Drama, Comedy",20000000,171504781,6.0409,6.122,1545,Roger Donaldson,"Tom Cruise, Bryan Brown, Elisabeth Shue","After being discharged from the Army, Brian Flanagan moves back to Queens and takes a job in a bar run by Doug Coughlin, who teaches Brian the fine art of bar-tending. Brian quickly becomes a patron favorite with his flashy drink-mixing style, and Brian adopts his mentor's cynical philosophy on life and goes for the money.",Hit,Revenue >= 1.2x budget and decent ratings
2332,Taxi 2,2000-03-25,2000,fr,82,"Action, Comedy, Adventure, Crime",10500000,64433844,5.8268,6.262,1817,Gérard Krawczyk,"Samy Naceri, Frédéric Diefenthal, Marion Cotillard",A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,Hit,Revenue >= 1.2x budget and decent ratings
246403,Tusk,2014-09-19,2014,en,102,"Comedy, Horror",3000000,1882074,5.46,5.513,1513,Kevin Smith,"Michael Parks, Justin Long, Genesis Rodriguez","When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",Flop,Revenue < budget and low ratings
455207,Crazy Rich Asians,2018-08-15,2018,en,121,"Comedy, Romance",30000000,238539198,6.1771,7.062,3824,Jon M. Chu,"Constance Wu, Henry Golding, Michelle Yeoh","An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",Blockbuster,"Revenue >= 2x budget (238539198 >= 60000000), strong user ratings"
928,Gremlins 2: The New Batch,1990-06-15,1990,en,106,"Comedy, Horror, Fantasy",50000000,41482207,6.8487,6.52,2756,Joe Dante,"Zach Galligan, Phoebe Cates, John Glover","Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",Moderate,At least broke even or decent ratings
740985,Borat Subsequent Moviefilm,2020-10-23,2020,en,96,Comedy,0,0,6.5329,6.438,2706,Jason Woliner,"Sacha Baron Cohen, Maria Bakalova, Tom Hanks","14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",Average/Positive,Decent user score (no financials)
13499,"Yours, Mine & Ours",2005-11-23,2005,en,90,"Comedy, Family, Romance",45000000,72028752,5.7006,6.179,862,Raja Gosnell,"Dennis Quaid, Rene Russo, Sean Faris","Admiral Frank Beardsley returns to New London to run the Coast Guard Academy, his last stop before a probable promotion to head the Guard. A widower with eight children, he runs a loving but tight ship, with charts and salutes. The kids long for a permanent home. Helen North is a free spirit, a designer whose ten children live in loving chaos, with occasional group hugs. Helen and Frank, high school sweethearts, reconnect at a reunion, and it's love at first re-sighting. They marry on the spot. Then the problems start as two sets of kids, the free spirits and the disciplined preppies, must live together. The warring factions agree to work together to end the marriage.",Hit,Revenue >= 1.2x budget and decent ratings
13702,A Dirty Shame,2004-09-24,2004,en,89,"Comedy, Fantasy",15000000,1914166,5.9997,5.349,288,John Waters,"Tracey Ullman, Johnny Knoxville, Selma Blair","Sylvia Stickles runs a convenience store with her husband and mother-in-law. One day, Sylvia is hit on the head and transforms from an uptight prude to a sex-crazed lunatic. As she goes on a rampage through town, Sylvia attracts the attention of Ray Ray, a sexual healer and tow truck driver in search of the world's greatest orgasm. Their sexual revolution, however, causes a class war in their tiny Baltimore community.",Flop,Revenue < budget and low ratings
762,Monty Python and the Holy Grail,1975-04-03,1975,en,91,"Adventure, Comedy, Fantasy",400000,5763644,6.4937,7.803,6123,Terry Jones,"Graham Chapman, John Cleese, Eric Idle","King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",Blockbuster,"Revenue >= 2x budget (5763644 >= 800000), strong user ratings"
441728,Hampstead,2017-06-23,2017,en,102,"Comedy, Romance",0,6335171,5.9473,5.99,200,Joel Hopkins,"Diane Keaton, Brendan Gleeson, James Norton","Emily Walters is an American widow living a peaceful, uneventful existence in the idyllic Hampstead Village of London, when she meets  local recluse, Donald Horner. For 17 years, Donald has lived—wildly yet peacefully—in a ramshackle hut near the edge of the forest. When Emily learns his home is the target of developers who will stop at nothing to remove him, saving Donald and his property becomes her personal mission. Despite his gruff exterior and polite refusals for help, Emily is drawn to him—as he is to her—and what begins as a charitable cause evolves into a relationship that will grow even as the bulldozers close in.",Unknown,Insufficient financial data
239678,This Is Where I Leave You,2014-09-10,2014,en,103,"Drama, Comedy",19800000,41300000,5.2148,6.621,1413,Shawn Levy,"Jason Bateman, Tina Fey, Jane Fonda","When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",Hit,Revenue >= 1.2x budget and decent ratings
121514,Miracolo italiano,1994-12-21,1994,it,104,Comedy,0,0,5.8159,4.1,29,Enrico Oldoini,"Renato Pozzetto, Ezio Greggio, Nino Frassica","7 segments about life in 1990s Italy: two MPs from the opposite sides of the political spectrum spend the night together; during their honeymoon, a woman cheats on her husband with her favorite soap opera star; a married man pretends to be ill to seduce his younger nurse; a family discovers that their son's beautiful fiancée is transgender; an unsatisfied single woman is duped by her celebrity crush for Kevin Costner; two best friends want to have fun; a couple on a tropical holiday is fascinated by their indigenous masseuse.",Unknown,Insufficient financial data
13680,The Game Plan,2007-09-28,2007,en,110,"Comedy, Family",22000000,147880543,5.2816,6.5,2120,Andy Fickman,"Dwayne Johnson, Madison Pettis, Kyra Sedgwick","Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",Hit,Revenue >= 1.2x budget and decent ratings
1154762,His Three Daughters,2024-09-05,2024,en,104,"Drama, Comedy",0,0,6.4166,6.957,243,Azazel Jacobs,"Carrie Coon, Natasha Lyonne, Elizabeth Olsen",Emotions run high when three estranged sisters reunite in a cramped New York City apartment to watch over their ailing father during his final days.,Average/Positive,Decent user score (no financials)
366514,Up for Love,2016-05-04,2016,fr,98,"Comedy, Romance, Drama",10000000,0,5.7858,6.0,857,Laurent Tirard,"Jean Dujardin, Virginie Efira, Cédric Kahn","Diane is a well-known lawyer, divorced for three years. She loses her mobile telephone and receives a call from the person who finds it. That person is Alexandre, a charming man and the perfect gentleman. They make a connection over the phone and agree to meet up the following day. But when Alexandre arrives, there's a surprise in store when Diane discovers he is only 4' 6"" tall. From that moment on, Diane tries to overcome the prejudices of society and her own fears to experience the best time of her life...",Average/Positive,Decent user score (no financials)
9384,Starsky & Hutch,2004-03-05,2004,en,101,"Comedy, Crime",60000000,170300000,6.1249,5.822,2421,Todd Phillips,"Ben Stiller, Owen Wilson, Snoop Dogg","Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",Moderate,At least broke even or decent ratings
448119,Dolittle,2020-01-02,2020,en,101,"Family, Comedy, Fantasy, Adventure",175000000,251410631,6.1684,6.591,3753,Stephen Gaghan,"Robert Downey Jr., Harry Collett, Michael Sheen","After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",Hit,Revenue >= 1.2x budget and decent ratings
1226354,Param Sundari,2025-08-29,2025,hi,136,"Romance, Drama, Comedy",0,0,5.6704,6.8,8,Tushar Jalota,"Sidharth Malhotra, Janhvi Kapoor, Manjot Singh","In Kerala's picturesque backwaters, a North Indian and South Indian find unexpected love. Their cultural differences spark a hilarious and chaotic romance, full of twists and turns.",Average/Positive,Decent user score (no financials)
10776,Little Shop of Horrors,1986-12-19,1986,en,94,"Horror, Comedy",25000000,53964308,5.7252,7.0,1542,Frank Oz,"Rick Moranis, Ellen Greene, Vincent Gardenia","Seymour Krelborn is a nerdy orphan working at Mushnik's; a flower shop in urban Skid Row. He harbors a crush on fellow co-worker, Audrey Fulquard, and is berated by Mr. Mushnik daily. One day, Seymour finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",Hit,Revenue >= 1.2x budget and decent ratings
10603,George of the Jungle,1997-07-15,1997,en,92,"Adventure, Comedy, Family, Romance",55000000,174463257,5.8628,5.643,2159,Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Haden Church","Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rainforest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King of Swing swings into action.",Moderate,At least broke even or decent ratings
6978,Big Trouble in Little China,1986-05-30,1986,en,100,"Action, Comedy, Fantasy, Adventure",25000000,11102672,6.9521,7.2,3179,John Carpenter,"Kurt Russell, Kim Cattrall, Dennis Dun","Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",Moderate,At least broke even or decent ratings
39346,Casper: A Spirited Beginning,1997-09-09,1997,en,90,"Adventure, Family, Comedy, Fantasy",3500000,0,5.5727,5.434,324,Sean McNamara,"Jeremy Foley, Brendon Ryan Barrett, Steve Guttenberg","Before he met and befriended the other ghouls at Applegate Manor, friendly ghost Casper meets young Chris Carson, a lonely kid who decides to teach Casper how to be a proper ghost.",Unknown,Insufficient financial data
9683,Bubble Boy,2001-08-24,2001,en,84,"Comedy, Adventure, Romance",0,5007209,5.8737,5.732,603,Blair Hayes,"Jake Gyllenhaal, Swoosie Kurtz, Marley Shelton","Jimmy is a young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy – bubble suit and all – treks cross-country to stop her.",Unknown,Insufficient financial data
213921,Black-White-Red Four Poster,1962-11-22,1962,de,100,Comedy,0,0,5.9391,0.0,0,Rolf Thiele,"Thomas Fritsch, Martin Held, Margot Hielscher",,Unknown,Insufficient financial data
1242357,The Gutter,2024-11-01,2024,en,89,Comedy,0,0,5.3369,4.6,5,Yassir Lester,"Shameik Moore, D'Arcy Carden, Susan Sarandon","Walt (lover of threesomes, hater of shirts) strikes up an unlikely friendship with a former Pro Bowler as they discover he might be THE GOAT of the lanes. The only things standing in their way are racism, alcoholism and Linda ""The Crusher"" Curson.",Unknown,Insufficient financial data
11244,The Meteor Man,1993-08-06,1993,en,100,"Fantasy, Action, Comedy, Science Fiction",20000000,8000000,5.8374,5.8,185,Robert Townsend,"Robert Townsend, Marla Gibbs, Eddie Griffin","One night Jefferson Reed gets hit in the chest by a souped-up chunk of meteor. So he can fly, but he's scared of heights. He can master the information in any book ... for about thirty seconds. Now his friends and family want him to protect their community from the dreaded Golden Lords.",Flop,Revenue < budget and low ratings
10437,The Muppet Christmas Carol,1992-12-11,1992,en,86,"Music, Comedy, Family, Fantasy, Drama",12000000,27300000,5.4272,7.421,1078,Brian Henson,"Michael Caine, Dave Goelz, Steve Whitmire","A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",Hit,Revenue >= 1.2x budget and decent ratings
594695,A Feeling of Home,2019-05-11,2019,en,90,"Romance, Comedy, TV Movie",0,0,5.764,6.328,29,Richard Gabai,"Jonna Walsh, Nathan Parsons, Mary-Margaret Humes","Web entrepreneur Abby hides her Texas roots to convince a backer she's from New England, a task complicated by a trip home and an unexpected reunion with Ryan, her high school sweetheart.",Average/Positive,Decent user score (no financials)
8321,In Bruges,2008-02-08,2008,en,108,"Comedy, Drama, Crime",15000000,34533783,6.6803,7.495,5474,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ralph Fiennes","Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",Blockbuster,"Revenue >= 2x budget (34533783 >= 30000000), strong user ratings"
10729,Quick Change,1990-07-13,1990,en,89,"Comedy, Crime",15000000,15260154,5.1976,6.695,393,Bill Murray,"Bill Murray, Geena Davis, Randy Quaid","With the aid of his girlfriend, Phyllis Potter, and best friend, Loomis, Grimm enters a Manhattan bank dressed as a clown, creates a hostage situation and executes a flawless robbery. The only thing left for the trio to do is make their getaway out of the city and to the airport. It sounds simple enough, but it seems that fate deserts them immediately after the bank heist. One mishap after another conspires to keep these robbers from reaching freedom.",Moderate,At least broke even or decent ratings
58233,Johnny English Reborn,2011-09-15,2011,en,101,"Crime, Action, Comedy",45000000,160078586,6.6711,6.242,3448,Oliver Parker,"Rowan Atkinson, Gillian Anderson, Dominic West","The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",Hit,Revenue >= 1.2x budget and decent ratings
11425,"Honey, We Shrunk Ourselves",1997-03-18,1997,en,74,"Adventure, Comedy, Family, Science Fiction",7000000,0,6.1743,5.421,705,Dean Cundey,"Rick Moranis, Bug Hall, Allison Mack","The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move.",Unknown,Insufficient financial data
1014530,Ivy + Bean: Doomed to Dance,2022-09-02,2022,en,57,"Family, Comedy",0,0,5.5554,6.833,12,Elissa Down,"Keslee Blalock, Madison Skye Validum, Jesse Tyler Ferguson","Ivy and Bean sign up for ballet, only to learn they'll be dancing in a recital in front of hundreds of people. Time to get out of it — tout suite!",Average/Positive,Decent user score (no financials)
1013850,A Real Pain,2024-11-01,2024,en,90,"Comedy, Drama",3000000,24856027,5.8913,6.755,1177,Jesse Eisenberg,"Jesse Eisenberg, Kieran Culkin, Will Sharpe",Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,Hit,Revenue >= 1.2x budget and decent ratings
6443,The Forest for the Trees,2004-09-16,2004,de,81,"Comedy, Drama",0,0,5.3475,6.6,45,Maren Ade,"Eva Löbau, Daniela Holtz, Jan Neumann","As an awkward idealistic high school teacher begins her first job in the city, things turn out to be much tougher than she had imagined.",Average/Positive,Decent user score (no financials)
14943,Crows Zero,2007-10-26,2007,ja,130,"Action, Comedy, Crime",0,22036607,6.237,7.082,365,Takashi Miike,"Shun Oguri, Kyosuke Yabe, Meisa Kuroki","The students of Suzuran High compete for the King of School title. An ex-graduate yakuza is sent to kill the son of a criminal group, but he can't make himself do it as he reminds him of his youth.",Average/Positive,Decent user score (no financials)
227973,The Peanuts Movie,2015-11-05,2015,en,88,"Comedy, Animation, Family",99000000,246233113,5.6132,6.9,1732,Steve Martino,"Noah Schnapp, Bill Melendez, Marleik 'Mar Mar' Walker","Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",Hit,Revenue >= 1.2x budget and decent ratings
9390,Jerry Maguire,1996-12-13,1996,en,139,"Comedy, Drama, Romance",50000000,273600000,6.5692,6.973,3505,Cameron Crowe,"Tom Cruise, Renée Zellweger, Cuba Gooding Jr.","Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",Hit,Revenue >= 1.2x budget and decent ratings
9317,The Cabbage Soup,1981-12-02,1981,fr,98,"Comedy, Science Fiction",0,0,6.1393,6.373,902,Jean Girault,"Louis de Funès, Jean Carmet, Jacques Villeret",Two buddy farmers are visited by aliens who like their domestic cabbage soup.,Average/Positive,Decent user score (no financials)
8079,Om Shanti Om,2007-11-07,2007,hi,169,"Comedy, Thriller, Drama",9100000,37707444,5.9904,7.093,371,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Arjun Rampal","Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",Moderate,At least broke even or decent ratings
1004128,Mahi Mera Nikka Jeha,2022-06-03,2022,pa,0,"Comedy, Drama",0,0,5.5148,6.0,2,Satinder Singh Dev,"Jaswinder Bhalla, Sukhwinder Chahal, Pukhraj Bhalla","A short boy is in love with a tall girl for which he faces a lot of criticism from her family and friends. Eventually, they marry and he wins everyone's heart with his good character.",Average/Positive,Decent user score (no financials)
68179,Escape from Planet Earth,2013-02-14,2013,en,89,"Animation, Comedy, Adventure, Family, Science Fiction",40000000,74597643,5.9156,5.745,785,Cal Brunker,"Rob Corddry, Brendan Fraser, Jessica Alba",Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,Moderate,At least broke even or decent ratings
13969,First Daughter,2004-09-24,2004,en,105,"Family, Comedy, Drama, Romance",30000000,10592180,5.9049,6.2,974,Forest Whitaker,"Katie Holmes, Marc Blucas, Amerie","Samantha MacKenzie, the daughter of the president of the United States, arrives at college with a group of Secret Service agents. Samantha, however, resents their presence and decides she wants to attend school just like a normal student. Her father agrees to recall the agents but secretly assigns James, an undercover agent, to pose as a student.",Moderate,At least broke even or decent ratings
505600,Booksmart,2019-05-24,2019,en,102,Comedy,6000000,24849029,5.6899,7.01,2738,Olivia Wilde,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams","Two academic teenage superstars realize, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night.",Blockbuster,"Revenue >= 2x budget (24849029 >= 12000000), strong user ratings"
10771,The Tuxedo,2002-09-27,2002,en,98,"Thriller, Action, Comedy, Science Fiction",60000000,104400000,5.8285,5.7,2063,Kevin Donovan,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs","Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",Moderate,At least broke even or decent ratings
129467,Release the Prisoners to Spring,1975-12-06,1975,sv,97,Comedy,0,0,5.7519,6.0,35,Tage Danielsson,"Lena Nyman, Tage Danielsson, Georg Årlin","Small and short Frida lives with her long, tall friend in a house in the countryside. Frida rejects the idea that people who have committed crimes should be locked up. One day their own house is burgled by Harald. He is sentenced to prison. Acting in accordance with her philosophy, Frida decides to use all means possible to make it possible for Harald to escape.",Average/Positive,Decent user score (no financials)
325813,Splitting Adam,2015-02-16,2015,en,100,"Comedy, Family, Science Fiction, TV Movie",0,0,4.2708,6.898,118,Scott McAboy,"Jace Norman, Jack Griffo, Isabela Merced","After accidentally stumbling into his uncle's mysterious ""tanning bed"", Adam learns the answer to all of his problems - multiple Adams. With his new collection of clones, Adam is hopping on one wild summer ride with an epic splash.",Average/Positive,Decent user score (no financials)
18943,Ernest Goes to Jail,1990-04-06,1990,en,81,"Comedy, Family, Crime",0,25029791,6.0975,5.043,162,John Cherry,"Jim Varney, Gailard Sartain, Bill Byrge","Bumbling bank janitor Ernest P. Worrell is assigned to jury duty, and soon finds himself in trouble when he is covertly switched with a look-a-like crime boss. Ernest must escape from jail to expose the mix-up.",Unknown,Insufficient financial data
623195,Falling Inn Love,2019-08-29,2019,en,98,"Romance, Comedy",0,0,6.2742,6.537,1175,Roger Kumble,"Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman","When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",Average/Positive,Decent user score (no financials)
13156,Secondhand Lions,2003-09-19,2003,en,111,"Family, Comedy",0,0,6.0019,7.2,796,Tim McCanlies,"Michael Caine, Robert Duvall, Haley Joel Osment","The comedic adventures of an introverted boy left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy's spirit and re-ignite the men's lives.",Critically Good,High user score & significant votes (no financials)
10756,The Haunted Mansion,2003-11-26,2003,en,99,"Thriller, Fantasy, Comedy, Family, Mystery",90000000,182290266,6.0547,5.688,2085,Rob Minkoff,"Eddie Murphy, Marsha Thomason, Terence Stamp","Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.",Moderate,At least broke even or decent ratings
329505,Lola's Secret,1984-05-04,1984,it,88,"Drama, Comedy, Horror",0,0,5.2187,7.1,66,Bruno Gaburro,"Donatella Damiani, Scott Coffey, Gabriele Tinti",Young man has his dreams come true when the sexy new maid seduces him. But she also has a secret that leads to trouble.,Average/Positive,Decent user score (no financials)
1098378,Your Monster,2024-10-25,2024,en,104,"Romance, Comedy, Horror",0,0,5.7791,6.6,76,Caroline Lindy,"Melissa Barrera, Tommy Dewey, Edmund Donovan","After her life falls apart, soft-spoken actress Laura Franco finds her voice again when she meets a terrifying, yet weirdly charming, monster living in her closet.",Average/Positive,Decent user score (no financials)
846214,"The Good, the Bart, and the Loki",2021-07-07,2021,en,6,"Animation, Comedy, Family",0,0,6.3486,7.235,681,David Silverman,"Tom Hiddleston, Dan Castellaneta, Nancy Cartwright",Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.,Critically Good,High user score & significant votes (no financials)
